audio_path,video_path,value
./data/binaural_audios/000451.wav,./data/frames/000451.mp4,82
./data/binaural_audios/000452.wav,./data/frames/000452.mp4,82
./data/binaural_audios/000453.wav,./data/frames/000453.mp4,82
./data/binaural_audios/000454.wav,./data/frames/000454.mp4,82
./data/binaural_audios/000455.wav,./data/frames/000455.mp4,82
./data/binaural_audios/000456.wav,./data/frames/000456.mp4,82
./data/binaural_audios/000457.wav,./data/frames/000457.mp4,82
./data/binaural_audios/000458.wav,./data/frames/000458.mp4,82
./data/binaural_audios/000459.wav,./data/frames/000459.mp4,82
./data/binaural_audios/000460.wav,./data/frames/000460.mp4,82
./data/binaural_audios/000461.wav,./data/frames/000461.mp4,82
./data/binaural_audios/000462.wav,./data/frames/000462.mp4,82
./data/binaural_audios/000463.wav,./data/frames/000463.mp4,82
./data/binaural_audios/000464.wav,./data/frames/000464.mp4,82
./data/binaural_audios/000465.wav,./data/frames/000465.mp4,82
./data/binaural_audios/000466.wav,./data/frames/000466.mp4,82
./data/binaural_audios/000467.wav,./data/frames/000467.mp4,82
./data/binaural_audios/000468.wav,./data/frames/000468.mp4,82
./data/binaural_audios/000469.wav,./data/frames/000469.mp4,82
./data/binaural_audios/000470.wav,./data/frames/000470.mp4,82
./data/binaural_audios/000471.wav,./data/frames/000471.mp4,82
./data/binaural_audios/000472.wav,./data/frames/000472.mp4,82
./data/binaural_audios/000473.wav,./data/frames/000473.mp4,82
./data/binaural_audios/000474.wav,./data/frames/000474.mp4,82
./data/binaural_audios/000475.wav,./data/frames/000475.mp4,82
./data/binaural_audios/000476.wav,./data/frames/000476.mp4,82
./data/binaural_audios/000477.wav,./data/frames/000477.mp4,82
./data/binaural_audios/000478.wav,./data/frames/000478.mp4,82
./data/binaural_audios/000479.wav,./data/frames/000479.mp4,82
./data/binaural_audios/000480.wav,./data/frames/000480.mp4,82
./data/binaural_audios/000481.wav,./data/frames/000481.mp4,82
./data/binaural_audios/000482.wav,./data/frames/000482.mp4,82
./data/binaural_audios/000483.wav,./data/frames/000483.mp4,82
./data/binaural_audios/000484.wav,./data/frames/000484.mp4,82
./data/binaural_audios/000485.wav,./data/frames/000485.mp4,82
./data/binaural_audios/000486.wav,./data/frames/000486.mp4,82
./data/binaural_audios/000487.wav,./data/frames/000487.mp4,82
./data/binaural_audios/000488.wav,./data/frames/000488.mp4,82
./data/binaural_audios/000489.wav,./data/frames/000489.mp4,82
./data/binaural_audios/000490.wav,./data/frames/000490.mp4,82
./data/binaural_audios/000491.wav,./data/frames/000491.mp4,82
./data/binaural_audios/000492.wav,./data/frames/000492.mp4,82
./data/binaural_audios/000493.wav,./data/frames/000493.mp4,82
./data/binaural_audios/000494.wav,./data/frames/000494.mp4,82
./data/binaural_audios/000495.wav,./data/frames/000495.mp4,82
./data/binaural_audios/000496.wav,./data/frames/000496.mp4,82
./data/binaural_audios/000497.wav,./data/frames/000497.mp4,82
./data/binaural_audios/000498.wav,./data/frames/000498.mp4,82
./data/binaural_audios/000499.wav,./data/frames/000499.mp4,82
./data/binaural_audios/000500.wav,./data/frames/000500.mp4,82
